Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
571,-2.990622355,2.962638279,-0.980844198,0.071903672,-1.795237643,-1.335732687,-1.143681016,2.134599402,-0.377239637,-0.382308096,-0.961325111,0.435644304,-0.184131268,0.993494383,0.832997905,0.946421076,0.849673036,0.061173734,-0.232544936,0.028666426,-0.184759157,-0.890627975,0.278109118,0.301391093,0.13776377,0.103233296,0.052097335,0.001937696,9.99,0
555,-0.953029555,1.274549263,1.835506055,0.833733713,0.019393028,-0.103386967,0.833451369,-0.242794658,-0.075904725,0.636212189,1.329682128,1.17437929,0.497125517,-0.448920013,-0.78920485,-0.81098502,-0.155753766,-0.011146965,1.080576799,0.237896924,-0.143524777,0.138945079,-0.237128922,0.562703047,-0.068518997,-0.540692757,-0.627312162,-0.550222645,11.22,0
457,-0.942972866,1.812574711,2.112754065,2.211790554,-0.067564928,-0.614475549,0.775533394,-0.078298947,-1.276690048,0.939465827,0.083359478,0.227234266,0.785360667,-0.040083941,0.63405063,0.157938998,-0.24090146,-0.522261219,-0.329442624,0.295910351,-0.181811665,-0.44111449,0.004497504,0.881531875,-0.169524571,-0.213305191,0.313371275,0.246707317,2.72,0
464,-0.839472782,1.349968467,0.478163335,0.507629155,0.539551233,0.430460613,0.237863643,0.58988293,-0.89651454,-0.012142665,0.550147651,0.73439634,0.52869876,0.681578958,0.563012069,-0.082055856,-0.344145646,0.417524179,0.665014045,0.019276227,0.186384293,0.583830371,-0.137196816,-0.836186213,-0.138521526,-0.259281737,0.18176047,0.130868077,1.48,0
272,0.867478767,-1.102251502,0.608958681,0.826674507,-1.246213975,0.072491603,-0.509152772,0.087330036,-0.46495374,0.643826213,-0.852219191,-0.434294131,-0.768788204,0.080408371,0.601414711,-1.669558467,0.30007547,0.941355461,-1.484141409,-0.239897873,-0.242822812,-0.556612668,-0.110147645,0.025722248,0.263808686,-0.324194584,0.042549947,0.063652116,208.38,0
529,-2.000567426,-2.495484241,2.467148881,1.140053216,2.462010105,0.594262064,-2.110182528,0.788346962,0.958809396,-0.32863097,-0.056994454,0.905932213,0.307605733,-0.845538686,0.690323418,-1.991027171,1.502897751,-1.914465692,-0.62429935,0.620898591,0.422452034,1.195393798,0.297836465,-0.857104696,-0.219321926,0.861018814,-0.12462201,-0.17106019,1.5,1
15,1.492935977,-1.029345732,0.454794734,-1.43802588,-1.555434101,-0.720961147,-1.08066413,-0.053127118,-1.978681595,1.638076037,1.077542412,-0.632046515,-0.416957167,0.052010515,-0.042978923,-0.166432496,0.304241419,0.554432499,0.054229515,-0.387910173,-0.177649846,-0.175073809,0.040002219,0.295813863,0.332930599,-0.220384851,0.022298436,0.007602256,5.0,0
213,-0.263380494,0.959102737,0.285739874,0.604067511,3.228819561,3.799503053,0.715285472,0.429148331,-1.155492491,0.873230617,-0.341117346,-0.793205363,-0.159974704,-0.05696762,0.429550164,0.611279191,-1.299714457,0.280440665,-0.447446015,0.139951999,-0.015245439,0.059111288,-0.291824828,0.992903115,-0.128938406,-0.111062585,-0.340205678,-0.31029687,4.38,0
312,0.230981062,-2.00048295,0.555154798,0.600645902,-1.551023646,0.242332933,-0.133182961,0.105984107,1.248545518,-0.701849424,-0.682574282,0.316230838,-0.644833787,-0.280816965,0.085342806,-0.316656035,0.476682548,-0.904761025,-0.043026189,0.834179228,0.079669214,-0.610378421,-0.309128502,0.167024296,-0.137728124,0.922421303,-0.113353368,0.093969327,493.44,0
76,-1.024576049,0.522289106,1.787699074,0.202672107,-1.140802866,-0.137830806,-0.336555477,0.670704378,0.071670264,-0.518978194,0.687066404,0.249020266,-1.248619947,0.343492962,-0.236299743,0.528667673,-0.291314514,0.847538604,0.129468112,-0.278965958,0.315867516,0.847564794,0.148876568,0.549790591,-0.585130614,0.325840743,-0.068871446,0.059713185,50.0,0
366,-1.185697846,-0.38650999,1.623072133,1.63640561,1.10250551,-0.683316717,-0.303337041,0.285652538,-0.056084605,-0.173921107,-0.989359563,-0.886212409,-2.200883523,0.512295927,0.51263431,-1.144652389,0.788359614,-0.383729571,0.800943442,0.1781412,0.068753472,-0.006951998,0.04088889,0.040937489,0.009224233,-0.201042282,0.106579894,0.140465169,9.99,0
144,-1.032939915,0.680608052,1.402550125,-0.529928018,0.869578142,1.903301426,0.03324032,-0.237815275,0.844581681,-0.989004577,-1.306164811,1.047653674,-0.075453673,-0.899500611,-3.618059825,0.086957727,-0.723273586,-0.339748153,-0.489336594,-0.520240424,0.411651247,-0.941006541,-0.157833457,-1.735297174,-0.026033373,-0.814973734,0.094761684,0.126906427,15.36,0
99,1.081033083,-0.256543414,0.426971283,0.918113222,-0.746088908,-0.721434577,-0.001651712,-0.087443298,0.642918526,-0.193126804,-0.871536954,-0.180992769,-1.264929307,0.195432881,-0.065775242,-0.215175001,0.106294906,-0.546801782,0.201309045,-0.042023823,-0.199145289,-0.626734758,-0.040728992,0.387424949,0.383139428,0.265193708,-0.045030849,0.023695117,84.39,0
509,-0.152397474,-0.74811446,1.659570609,-2.160601436,-1.448593822,0.558853954,-0.27435245,0.010158951,-1.964294835,1.413107795,0.792023337,-1.533674648,-1.153453822,-0.339869906,0.434199204,-0.216220454,0.259931471,0.801995614,-0.237417766,-0.321139397,0.004381555,0.474039355,-0.084318974,-0.353695124,-0.226043957,-0.143998767,-0.173635182,-0.241562954,114.0,0
414,-1.043067726,1.044581762,0.292185903,-2.378535681,-0.189793273,-0.920525526,0.178721702,-0.384094634,0.237234386,-1.336919985,1.648879073,1.417350054,-0.176129796,0.924562872,0.484002834,-0.783687362,0.167370222,-0.161785186,0.447245263,-0.256528845,0.934063859,0.316389362,-0.0047093,0.268737906,-0.177186065,-0.126935638,0.290258852,0.127529957,1.0,0
358,1.106250813,0.398625212,0.860420675,2.388862104,-0.36584296,-0.192568394,-0.121769312,0.15087551,-0.733270908,0.860899788,0.981651769,-0.079715777,-1.418024438,0.72382105,0.049226993,1.101370208,-0.839421955,0.185977157,-0.620854915,-0.200063604,-0.253189153,-0.952835561,0.181642859,0.222462246,0.083551647,-0.342278231,-0.017021258,0.020976268,17.43,0
322,1.202007182,0.108213477,0.591724235,0.566078555,-0.641573116,-0.816974062,-0.127402593,0.004375489,-0.026147821,0.142130857,1.437540384,0.414104282,-1.142816179,0.7143189,0.463185991,0.502347844,-0.523033517,0.050445838,0.102606242,-0.174502715,-0.207683231,-0.703843603,0.165350247,0.493735717,0.114822059,0.068947381,-0.041349711,0.008040785,1.79,0
158,-0.159985037,-0.611632858,2.081419302,-1.048128453,-1.083455772,0.254356945,-0.782936554,0.264001941,0.404509215,-0.232303545,-2.093168271,0.465104233,0.650495508,-1.514492223,-2.534978226,-1.786802718,0.291461234,0.851936076,-0.564583752,-0.51018496,-0.36540374,-0.127932001,0.163175571,0.104227427,-1.286765287,0.747625336,0.241777014,0.237055507,10.0,0
490,-0.215043036,0.65219023,1.107882384,1.265935183,2.3663003,4.393731587,-0.412468839,0.96064414,-0.914003137,0.745978882,-0.38845497,-0.683481233,0.174721788,-0.197216822,1.423125625,0.906269734,-1.0866268,0.90702392,0.226867374,0.266120252,0.103830156,0.304199138,-0.127454562,0.994760541,-0.501053401,0.039003168,0.024135224,-0.056240968,3.44,0
562,-0.312911121,0.815135971,1.405269595,0.070526877,0.058558462,-1.030855298,0.760190986,-0.182237641,0.037324756,-0.244486802,-0.443462503,-1.156896693,-1.765280973,-0.263621769,1.131915618,0.387982416,0.010268441,0.068987061,-0.07397317,0.102080479,-0.32654209,-0.821321603,-0.000187964,0.276734255,-0.243045576,0.04977476,0.064618542,-0.126739304,10.99,0
241,1.181571969,0.241407903,0.024536924,0.885832028,-0.121471371,-0.275551751,-0.142414303,0.031282555,0.253328447,-0.624588345,1.131631834,1.126151681,0.452170474,-1.517465823,-0.98281116,0.36651166,0.726422221,0.558842442,0.393116063,-0.010393815,-0.14311393,-0.172135917,-0.156843588,-0.045282262,0.583795268,0.412511399,0.001453835,0.030862791,12.31,0
574,1.257719194,0.364739119,0.30692262,0.690638247,-0.357791752,-1.067481302,0.094271849,-0.210300432,0.014454964,-0.286012373,-0.050113155,0.298046748,0.34871675,-0.312208562,1.080897192,0.474305385,-0.014203177,-0.312505183,-0.197051773,-0.073778921,-0.286856218,-0.820657826,0.127663147,0.343127648,0.221120131,0.094391123,-0.022188975,0.030944046,1.29,1
83,-1.897330739,0.955626146,0.052542631,1.27665559,-3.323084064,3.229910789,1.029631148,1.515606764,-0.059626603,-1.461402639,-0.246684066,0.921560835,-0.196534711,0.505960635,0.705137678,-1.328623104,1.915145604,-1.935425902,-0.930024249,-0.832629516,0.128416132,0.776077579,0.477536785,-0.608981285,-1.120892414,-0.41385055,0.061399324,-0.187963516,552.18,0
564,-0.203836964,0.532746629,-0.339856733,-0.730934261,2.728162575,3.535881818,0.263680184,0.919169088,-0.194501262,-0.585054306,-0.802375304,-0.014147022,-0.375816523,0.038238141,-0.85273953,0.107166834,-0.806489194,0.004004115,-0.292566028,-0.089162785,-0.082087318,-0.271636333,-0.157777907,0.989457904,0.228821132,-0.545155553,0.058120066,0.035573006,12.9,0
135,1.101762442,-0.119018463,1.139150275,1.844961212,-0.817909156,0.247770075,-0.684181037,0.283095821,0.286762553,0.440946202,-0.826293741,-0.769377782,-1.541032563,0.047904222,0.567886086,0.523959447,-0.044064668,-0.425632202,-1.101029955,-0.200597231,0.120200714,0.371304976,-0.01604711,0.113901376,0.15201442,1.12604899,-0.038695152,0.012338827,22.37,0
241,-2.39844587,2.022960549,1.628461705,-0.540476996,-0.512595924,0.238407467,0.171943838,0.179582825,2.125254788,2.084364543,-1.465850114,-0.610687813,-0.661136181,-1.216372892,0.350778116,0.044410677,-0.549515406,0.146798984,0.264154096,1.21302871,-0.443559859,-0.358060673,-0.293969236,-0.464450644,0.704249305,0.429738215,0.968048304,0.400390272,4.81,0
206,-0.370562536,0.599809965,0.216683002,-0.513092693,2.697142555,3.882795304,0.29554467,0.850059083,-0.297189192,0.191989943,-0.925471067,-0.369425197,-0.377793565,-0.493814118,-1.48133579,0.68436227,-1.048205155,-0.256700186,-0.859905689,0.11388961,-0.147919657,-0.176213674,-0.120574835,1.042297493,-0.391704857,0.675404597,0.163594994,-0.004996535,10.27,0
55,-4.575092608,-4.429183775,3.402585004,0.90391468,3.002223774,-0.491077708,-2.705393163,0.666451302,1.922216172,-0.614312027,0.384926577,1.194403452,-1.020718454,-1.246829406,-2.348673437,-0.213437533,-0.100221745,-0.406073073,-1.637572519,-0.960962934,-0.047365029,0.853359935,-0.971600429,-0.114861639,0.408300392,-0.304576466,0.547784789,-0.456296829,200.01,0
503,0.074737595,-3.032008853,-0.42991919,-0.442721155,-1.784710458,-0.066668291,0.098735574,-0.222524968,-0.241857519,0.158663893,-1.539291674,-0.496466541,0.066494276,-0.094248714,0.595002324,-1.032900635,-0.077287663,1.31801278,-0.390927193,0.967868661,-0.078927209,-1.247241707,-0.620401753,-0.368544849,-0.073358613,1.296834824,-0.192759681,0.121440265,712.82,0
312,-0.987858067,0.475771323,1.672621633,1.178044407,0.730281776,-0.403391397,0.308013825,0.254682319,-1.045605931,0.155400733,1.793724813,0.702015057,-0.319470483,0.685309695,0.877367283,-0.447055742,0.096461648,-0.395179065,0.795531561,0.392655542,-0.319191925,-1.132127554,0.233566095,0.140308782,0.072812502,-0.637664641,0.231877129,0.062719054,33.26,0
282,-0.669415282,-0.169043615,1.301836628,0.370524637,0.950911341,-0.413911033,-0.149037728,0.127021466,0.463115617,-0.595657985,-1.778738437,0.443601044,0.892825209,-0.569168889,-0.752073711,0.22979382,-0.842795468,0.304661459,-0.519398005,0.060159761,0.29748964,0.890769502,0.01274218,-0.407764089,-0.678186259,-0.513178445,0.253350052,0.254336126,11.64,0
196,1.198658495,-0.420333822,0.014599158,-0.270792868,-0.471074009,-0.384610465,-0.083890427,-0.077569983,-1.537507819,0.846368149,1.512576055,0.858692689,0.410549917,0.529565298,0.147448385,-1.573951028,0.024288477,0.499010405,-0.739676178,-0.401552282,-0.630205815,-1.504431997,0.19377055,-0.017458024,0.058386912,0.145372852,-0.034903837,0.011037036,63.9,0
34,0.201685891,0.497483215,1.373912574,0.571405318,-0.63065775,-0.539659124,-0.076270291,-0.91710575,0.270008406,-0.480280682,-0.51253274,0.680906259,0.089923037,-0.157405057,-0.588819332,-0.477908446,0.225388796,-0.668680159,-0.023599421,-0.222302592,0.71896107,-0.17187687,-0.166205255,0.776471324,0.818460356,0.442547455,0.142757247,0.21923761,9.99,0
124,-0.614586106,0.975396462,1.689026908,-0.170483422,-0.152019578,-0.698487474,0.726557303,-0.067588235,-0.126744585,0.412886832,1.36428286,-0.099080374,-1.473429695,0.341785485,0.328454297,0.297846417,-0.605726233,0.200484732,0.209764485,0.211526101,-0.261770175,-0.55021449,-0.006559875,0.475346699,-0.268824811,0.022418777,0.199154616,-0.054699102,8.93,0
147,0.912979151,-0.652999555,0.298165153,0.209546164,-0.197230544,0.971099946,-0.449460773,0.281896488,0.262492646,-0.06059498,0.422922489,0.693403324,0.664749674,0.093629227,1.039034011,0.965015289,-1.050953826,0.487147394,0.015452642,0.299062225,0.089258076,-0.077306408,-0.237706651,-1.301414873,0.179598999,0.469956018,-0.024738667,0.028338314,170.43,0
59,0.921024019,-0.162446861,-0.094331367,0.474083926,-0.021485961,-0.397506307,0.482642979,-0.117495975,-0.577836031,-0.018607137,1.837579183,1.450671064,0.679743973,0.59371845,0.249734698,-0.084367221,-0.25970728,-0.89499546,-0.010373942,0.214510448,-0.209381106,-0.930107296,0.028509911,0.032682009,0.155130495,0.13325047,-0.073534231,0.022349145,149.9,0
7,-0.894286082,0.286157196,-0.113192213,-0.27152613,2.66959866,3.721818061,0.370145128,0.851084443,-0.392047587,-0.410430433,-0.705116587,-0.110452262,-0.286253632,0.07435536,-0.32878305,-0.210077268,-0.499767969,0.118764861,0.570328167,0.052735669,-0.0734251,-0.268091632,-0.20423267,1.011591802,0.37320468,-0.384157308,0.011747356,0.14240433,93.2,0
204,-0.18842395,0.87760183,-0.73468591,-0.9134037,1.941770351,4.037422713,-1.707118367,-2.537640843,-0.590337624,-0.763038648,-0.154033225,0.252520189,-0.279930472,0.883568857,1.083943287,0.826626293,-0.724612716,-0.000784141,-0.001108105,0.543408832,-0.824078772,-1.042330686,0.168264918,0.963855361,0.887849695,0.171166714,0.012283966,0.164537715,1.98,0
448,-0.242497088,0.89117001,1.164786546,1.025391845,0.729122671,0.663500951,0.760559816,-0.004531493,0.037370254,0.128624435,-1.567090367,-0.687600989,-0.794311644,-0.09587895,0.407225741,-0.972315192,0.205304918,-0.281837061,1.111565289,0.189784756,-0.161343131,0.047255183,-0.302695076,-0.931315322,-0.008611241,-0.187110921,0.259245653,-0.030635253,11.99,0
290,1.355157174,-1.318939841,0.166357131,-1.57482235,-1.279267343,-0.182794489,-0.985599131,-0.012854951,-1.980931633,1.558276208,0.483375579,-0.630430436,0.148935961,-0.058329452,0.07765668,0.199514941,-0.05138805,0.595857986,0.421528906,-0.138870123,-0.408999826,-1.090939083,0.026299224,-0.573380669,0.152089889,-0.453983669,0.011316502,0.023963775,101.0,0
52,1.147368927,0.059034645,0.263632341,1.211023458,-0.044095579,0.301066501,-0.132959856,0.227885136,0.252191237,0.083903938,0.645046451,0.413361748,-1.468036029,0.502861188,-0.626936023,-0.369716052,-0.03179924,-0.215342174,0.05501965,-0.255923875,-0.087813418,-0.110756407,-0.097770725,-0.323374178,0.633278881,-0.305327819,0.027394124,-0.000580465,6.67,0
284,-1.167211884,1.263647809,-0.109848779,-0.783619311,-1.472694028,-0.212799326,1.732682501,-0.882945356,-0.331912327,-0.832908392,-0.697049652,0.780408852,1.026319901,0.049649169,-0.748250094,0.031018491,-0.124821126,-0.736029681,-0.336145556,-0.368898737,0.770748067,0.105265468,0.127679768,0.509605861,-0.401950569,0.835236317,0.286015332,0.067264395,302.1,0
112,1.102697857,0.103965143,0.934478734,1.152703515,-0.693597247,-0.584580296,-0.148439159,-0.1120309,0.196749802,-0.094714897,-0.216930687,0.75222942,1.087760251,-0.067945684,1.195543967,0.453200243,-0.667451667,-0.059603641,-0.51713873,0.037095105,-0.017210746,-0.098780745,0.003331375,0.394411574,0.334208263,-0.520700113,0.045951685,0.048004725,54.99,0
246,1.311258486,0.07502777,-1.292832404,-0.483154333,2.139256911,3.181563924,-0.505045118,0.804860255,-0.074070833,-0.217425556,0.131576213,-0.028146149,0.01145979,-0.112921114,1.300007138,0.812807415,-0.495483473,0.166473112,0.175176224,0.032734124,-0.342676245,-1.148503557,0.095278816,0.946121234,0.369712917,0.110625671,-0.021836606,0.023638378,1.98,0
322,1.187090011,0.008979796,1.094491312,1.22103424,-0.676504311,0.095472645,-0.517634029,0.078168793,0.811484381,-0.22339086,-1.106255049,0.720445311,0.875853068,-0.539473636,0.131132635,0.18728328,-0.471786352,0.006692224,-0.029266547,-0.068762131,-0.085987994,-0.002447193,-0.07604352,-0.096204326,0.506423284,-0.380323132,0.076733511,0.034889569,9.99,0
305,0.439949564,-0.949842463,-0.112591828,2.572535967,0.149828998,1.54454198,0.213718459,0.278461147,-0.374166691,0.478005585,-0.327963636,0.387190472,-0.172660758,0.092067086,-1.173094203,0.449888675,-0.58039172,0.068516466,-0.300062427,0.594318626,0.136101477,-0.275473458,-0.55479951,-1.278066624,0.554427289,0.133134818,-0.053053239,0.058083682,379.63,0
404,0.63880634,1.772451089,-1.748258,1.297699728,1.785871617,-1.05019683,1.485730045,-0.780631018,0.4169914,0.002689973,0.908875094,-0.672825142,0.372099813,-4.407431765,1.428052826,0.371421868,2.561437339,1.042814884,-0.635637626,0.589653866,-0.359613479,-0.061540475,-0.051427705,-0.764737576,-0.42418127,-0.418629119,-0.003258457,-0.541236519,0.99,0
231,-0.961507377,0.743351362,1.173581813,-0.222593449,0.740528101,1.739958789,0.313012828,0.699418767,0.354715619,-0.333261451,-0.566075416,-0.408623499,-1.512209778,0.106308676,0.878588667,-1.476939479,1.134323103,-2.143362147,-0.98179817,0.005876782,-0.152861743,-0.011971042,-0.039393923,-1.504440108,-0.248248131,0.411290562,0.497315299,0.207499416,26.98,0
487,0.17485732,2.035550324,-1.866660694,1.420852692,0.829644248,-1.683504947,1.014476153,-0.303887001,0.196619884,0.129235398,2.643747277,-0.317018824,-1.015285122,-3.601835731,0.517658044,0.862952773,2.556381897,1.950360851,-0.282786918,0.508856287,-0.233183524,-0.111162849,0.093547301,0.159321442,-0.414131989,-0.443439253,0.409370788,-0.042075051,8.99,0
427,-0.847311956,0.854261495,0.338816153,0.890136674,0.804751466,1.165501351,-0.081408011,0.879014031,-0.394737112,-0.111114117,-0.841302647,-0.240613257,-1.170181201,0.699976845,-0.242779511,-0.336723182,-0.000298333,0.583674238,1.664117175,0.081904342,-0.046690192,-0.075300882,-0.30847905,-1.733136733,0.087036234,-0.129208942,0.294333957,0.071198099,11.36,0
514,-0.878340126,0.489030609,2.91434085,0.07815375,-0.423731803,0.090021107,0.289962809,0.085451345,0.040902142,-0.271107127,1.24558275,1.164406536,0.609837813,-0.688821057,-0.704901364,0.037207637,-0.436787481,0.258412725,0.385201943,0.363764762,-0.037353217,0.236371854,-0.197062312,0.584249688,0.19046219,0.305561353,0.122975187,-0.088435189,36.61,0
41,0.986063326,-0.202964587,-0.492768147,0.407691275,0.305660256,-0.230529179,0.585028086,-0.208224591,-0.247503448,-0.192253128,-0.628317496,0.430307933,0.81124802,0.371566359,1.026078849,-0.028501345,-0.307546103,-1.099654915,0.010738506,0.263505048,-0.305873933,-1.216555269,-0.077601526,-0.741340788,0.286881125,0.200346696,-0.075203351,0.027271219,169.05,0
73,1.148186926,0.085837072,0.120702062,1.126664554,0.21471057,0.537381047,-0.04998899,0.186175355,0.111781471,0.046609338,0.507646705,0.869540468,-0.32273584,0.269321773,-0.717472309,-0.313731636,-0.223905205,-0.227785835,0.179131855,-0.148395299,-0.091111611,-0.095474864,-0.166750152,-0.653433373,0.713020334,-0.288035257,0.031507352,0.000371618,19.77,0
548,-2.565417473,1.285935597,1.446036468,0.685430493,0.49679696,0.970669195,-1.994767269,-5.916807634,0.893286676,0.911375184,-1.061297979,0.245055522,0.734203808,-0.549400245,1.54732152,0.401650146,-0.563612056,0.738738841,0.475193228,-1.662162912,5.200061829,-1.191485223,-0.057647726,-0.457314002,-0.492138361,-0.330366176,0.40464007,-0.378188122,41.96,0
12,1.103215435,-0.040296215,1.267332089,1.28909147,-0.735997164,0.288069163,-0.586056786,0.189379714,0.782332892,-0.267975067,-0.45031128,0.936707715,0.708380406,-0.468647288,0.354574063,-0.246634656,-0.009212378,-0.595912406,-0.575681622,-0.113910177,-0.024612006,0.196001953,0.013801654,0.103758331,0.364297541,-0.382260574,0.092809187,0.037050517,12.99,0
354,1.135629213,-0.173985536,0.730692302,0.711558021,-0.854208641,-0.494951356,-0.296619621,0.110536086,0.49026905,-0.019984411,0.995819272,0.475833062,-1.59307518,0.378669302,-0.684435318,0.027008478,-0.081904472,-0.140171601,0.47098083,-0.166508443,-0.243930232,-0.682699775,0.096610988,0.519267437,0.20112774,0.259544104,-0.039580707,0.007195343,23.88,0
259,1.095067418,-0.014392712,1.408552105,1.266545955,-0.944750549,0.029577856,-0.598514656,0.175290621,0.48523098,-0.059239308,1.2399886,1.703944421,0.789333518,-0.325086572,-0.633020578,0.174004833,-0.474895384,0.259108435,-0.004693564,-0.072112865,0.01310708,0.248009414,-0.002563725,0.570099686,0.387136518,-0.442319387,0.074530611,0.03221469,9.99,0
330,1.20778786,-0.006914877,0.361346959,0.778856504,-0.404622169,-0.503633402,0.008942349,-0.123995911,0.478881824,-0.206166184,-0.974621343,0.382429909,0.075452758,-0.093981075,-0.18717978,-0.177473652,-0.099552563,-0.597944047,0.344821261,-0.053846434,-0.239519204,-0.560161486,-0.054801389,0.059683795,0.493781148,0.288737767,-0.027264101,0.013754297,32.38,0
317,1.384146014,-0.729477254,0.56233913,-0.901506242,-0.831961312,0.299019919,-1.086900696,0.111688087,-0.391829835,0.551108893,-0.900444216,-0.67154416,0.833700896,-0.549967207,1.396856048,1.452192705,-0.038198632,-1.03104841,0.224376279,0.129870386,0.354588639,1.020045389,-0.20447445,-0.843691935,0.492947132,0.038607751,0.053717579,0.014773673,19.99,0
384,0.450789665,-2.168532687,-0.824039454,-0.351020593,-0.98403313,-0.079024459,0.274408704,-0.183159236,-0.949651213,0.5801427,0.070217017,0.008289176,-0.4092444,0.421210061,-0.538527664,-1.248464079,-0.195415887,1.56371475,-0.003321776,0.517926231,-0.157792202,-1.057971431,-0.55917046,-0.46940444,0.310074723,1.076462618,-0.173558408,0.065210028,510.22,0
39,-0.554064565,0.215728298,0.844264629,-0.753067316,0.03484847,-0.558597248,1.090400958,-0.203873232,0.262393622,-1.35471022,-0.09487988,0.953745992,0.836964039,0.1447522,1.156609532,-1.933020943,0.741348958,-0.513609928,1.567345387,0.383282933,0.212133973,0.702337604,-0.005700602,0.147346442,0.245651952,-0.44045621,0.147130419,0.139467732,120.96,0
246,-1.077045918,2.140915813,1.152883756,2.4588339,0.576572373,0.845960887,0.015986895,-2.764261569,-1.114618237,1.43836983,-1.015372365,0.074781547,1.623446644,-0.270680727,1.074918999,-0.02232697,-0.333327228,0.269594459,0.997790756,-0.237666882,2.429373605,-0.244539304,0.063245956,-0.448631099,-0.236189512,0.233936972,-0.295667683,-0.054944516,1.5,0
